,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
"gi|259120461|ref|NC_013262.1| Pelargonium vein banding virus, complete genome",155.0,282.0,704.0,0.0,0.0,0.0,0.0,0.0,209.0,1012.0,960.0,1012.0,982.0,996.0,1004.0,1012.0,1012.0,1012.0,1000.0,756.0,0.0,494.0,999.0,776.0,493.0,0.0,966.0,776.0,776.0,242.0,1012.0,1012.0,417.0,840.0,1012.0,770.0,1012.0,210.0,929.0,813.0,74.0,0.0,252.0,499.0,771.0,242.0,776.0,210.0,776.0,776.0,425.0,0.0,215.0,669.0,737.0,916.0,0.0,0.0,223.0,745.0,1012.0,0.0,210.0,210.0,210.0,493.0,776.0,776.0,0.0,923.0,0.0,765.0,817.0,242.0,223.0,771.0,445.0,294.0,690.0,776.0,207.0,219.0,0.0,776.0,843.0,162.0,776.0,1222.0,669.0,721.0,973.0,210.0,215.0,210.0,424.0,0.0,776.0,760.0,150.0,0.0,0.0,700.0,478.0,84.0,210.0,0.0,210.0,210.0,282.0,776.0,776.0,224.0,494.0,77.0,1002.0,775.0,172.0,445.0,1012.0,1012.0,1012.0,1005.0,776.0,775.0,242.0,534.0,950.0,446.0,78.0,252.0,158.0,776.0,236.0,90.0,145.0,210.0,0.0,1012.0
"gi|14575752|ref|NC_001839.2| Petunia vein clearing virus, complete genome",0.0,557.0,207.0,0.0,0.0,0.0,0.0,0.0,462.0,904.0,923.0,988.0,970.0,966.0,946.0,995.0,995.0,991.0,954.0,699.0,0.0,533.0,963.0,723.0,509.0,0.0,908.0,764.0,764.0,326.0,995.0,995.0,469.0,873.0,987.0,720.0,995.0,285.0,666.0,611.0,170.0,239.0,533.0,764.0,764.0,326.0,764.0,253.0,683.0,764.0,207.0,0.0,452.0,436.0,705.0,870.0,88.0,0.0,241.0,696.0,995.0,0.0,0.0,0.0,0.0,764.0,764.0,764.0,250.0,878.0,0.0,764.0,613.0,326.0,545.0,764.0,207.0,152.0,764.0,654.0,107.0,207.0,276.0,764.0,817.0,187.0,764.0,669.0,1204.0,669.0,892.0,263.0,207.0,241.0,207.0,0.0,764.0,788.0,248.0,0.0,0.0,450.0,557.0,205.0,0.0,0.0,0.0,0.0,557.0,764.0,764.0,550.0,533.0,106.0,995.0,764.0,0.0,499.0,995.0,669.0,911.0,870.0,745.0,702.0,326.0,764.0,977.0,538.0,0.0,533.0,158.0,764.0,557.0,90.0,145.0,0.0,0.0,995.0
"gi|311788788|ref|NC_014648.1| Pineapple bacilliform comosus virus, complete genome",0.0,485.0,244.0,63.0,123.0,211.0,201.0,91.0,431.0,945.0,942.0,945.0,935.0,945.0,945.0,945.0,945.0,945.0,945.0,944.0,0.0,466.0,945.0,944.0,678.0,0.0,934.0,944.0,729.0,466.0,945.0,945.0,429.0,857.0,945.0,729.0,945.0,222.0,708.0,612.0,170.0,222.0,222.0,469.0,729.0,466.0,729.0,222.0,944.0,729.0,0.0,148.0,222.0,444.0,724.0,910.0,88.0,0.0,313.0,717.0,945.0,0.0,0.0,0.0,0.0,463.0,729.0,729.0,222.0,919.0,214.0,729.0,616.0,466.0,438.0,729.0,0.0,0.0,660.0,723.0,0.0,0.0,222.0,944.0,825.0,268.0,729.0,721.0,669.0,1160.0,942.0,222.0,0.0,222.0,0.0,205.0,729.0,945.0,251.0,0.0,215.0,912.0,682.0,205.0,0.0,0.0,0.0,0.0,485.0,944.0,729.0,438.0,681.0,259.0,933.0,729.0,0.0,438.0,945.0,723.0,945.0,926.0,729.0,729.0,466.0,485.0,931.0,656.0,0.0,222.0,176.0,944.0,438.0,90.0,0.0,0.0,134.0,945.0
"gi|544395671|ref|NC_022365.1| Piper yellow mottle virus strain ISH-1, complete genome",0.0,531.0,485.0,0.0,0.0,0.0,0.0,0.0,450.0,1237.0,1212.0,1242.0,1236.0,1240.0,1243.0,1243.0,1243.0,1243.0,1243.0,1026.0,0.0,740.0,1213.0,1030.0,718.0,0.0,1190.0,1030.0,1028.0,504.0,1243.0,1243.0,448.0,1048.0,1243.0,1012.0,1237.0,241.0,909.0,813.0,170.0,239.0,477.0,724.0,1017.0,504.0,1030.0,241.0,1029.0,1030.0,215.0,0.0,456.0,669.0,998.0,1115.0,88.0,0.0,313.0,991.0,1243.0,0.0,0.0,0.0,0.0,718.0,1023.0,1030.0,241.0,1128.0,0.0,1011.0,817.0,504.0,454.0,1017.0,235.0,152.0,915.0,990.0,107.0,219.0,241.0,1030.0,1029.0,268.0,1030.0,973.0,892.0,942.0,1243.0,241.0,215.0,241.0,214.0,0.0,1030.0,1004.0,248.0,0.0,0.0,694.0,717.0,205.0,0.0,0.0,0.0,0.0,531.0,1030.0,1030.0,454.0,740.0,183.0,1207.0,1021.0,0.0,454.0,1243.0,1002.0,1243.0,1205.0,1030.0,1021.0,504.0,767.0,1175.0,672.0,0.0,477.0,158.0,1030.0,454.0,90.0,145.0,0.0,0.0,1243.0
"gi|15187162|ref|NC_003059.1| Porcine endogenous retrovirus E, complete genome",518.0,263.0,427.0,0.0,100.0,188.0,331.0,83.0,253.0,235.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,261.0,83.0,263.0,263.0,263.0,473.0,0.0,256.0,263.0,263.0,263.0,263.0,263.0,479.0,231.0,263.0,473.0,263.0,480.0,0.0,184.0,96.0,239.0,263.0,263.0,263.0,263.0,263.0,463.0,245.0,263.0,217.0,304.0,453.0,210.0,263.0,209.0,171.0,0.0,90.0,468.0,263.0,0.0,217.0,217.0,217.0,263.0,473.0,473.0,250.0,216.0,0.0,263.0,184.0,263.0,263.0,263.0,217.0,297.0,263.0,404.0,299.0,0.0,263.0,263.0,186.0,106.0,263.0,210.0,263.0,222.0,241.0,1130.0,210.0,458.0,217.0,0.0,263.0,263.0,98.0,90.0,426.0,210.0,263.0,121.0,217.0,0.0,217.0,217.0,263.0,263.0,473.0,263.0,263.0,106.0,263.0,263.0,172.0,480.0,263.0,0.0,242.0,203.0,263.0,263.0,263.0,263.0,263.0,263.0,254.0,263.0,0.0,263.0,263.0,0.0,0.0,217.0,388.0,263.0
"gi|339276104|ref|NC_007815.2| PreXMRV-1 provirus, complete genome",550.0,0.0,215.0,0.0,120.0,357.0,203.0,192.0,520.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,259.0,215.0,215.0,215.0,215.0,520.0,215.0,215.0,215.0,0.0,215.0,215.0,0.0,185.0,215.0,215.0,215.0,520.0,204.0,201.0,0.0,0.0,215.0,215.0,215.0,0.0,215.0,515.0,215.0,215.0,723.0,309.0,693.0,215.0,215.0,208.0,0.0,98.0,0.0,215.0,215.0,275.0,520.0,520.0,520.0,215.0,215.0,215.0,0.0,212.0,512.0,215.0,201.0,0.0,0.0,215.0,734.0,658.0,215.0,215.0,328.0,932.0,0.0,215.0,204.0,0.0,215.0,215.0,207.0,0.0,215.0,210.0,1148.0,520.0,720.0,624.0,215.0,0.0,75.0,296.0,413.0,0.0,0.0,0.0,520.0,520.0,520.0,520.0,0.0,215.0,215.0,0.0,215.0,0.0,215.0,215.0,589.0,520.0,215.0,215.0,215.0,215.0,215.0,215.0,0.0,215.0,215.0,0.0,175.0,215.0,78.0,215.0,0.0,93.0,430.0,231.0,262.0,215.0
"gi|157939612|ref|NC_009889.1| RD114 retrovirus, complete genome",515.0,241.0,218.0,0.0,0.0,154.0,0.0,89.0,981.0,235.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,174.0,241.0,241.0,241.0,241.0,583.0,241.0,241.0,241.0,241.0,241.0,241.0,459.0,231.0,241.0,241.0,241.0,1042.0,0.0,0.0,96.0,239.0,241.0,241.0,241.0,241.0,241.0,1198.0,241.0,241.0,978.0,0.0,719.0,0.0,241.0,209.0,88.0,98.0,90.0,241.0,241.0,186.0,801.0,801.0,801.0,241.0,241.0,241.0,241.0,216.0,736.0,241.0,0.0,241.0,241.0,241.0,964.0,493.0,241.0,216.0,221.0,730.0,241.0,241.0,186.0,106.0,241.0,210.0,241.0,222.0,241.0,458.0,520.0,1258.0,969.0,421.0,241.0,241.0,98.0,206.0,0.0,0.0,241.0,121.0,801.0,583.0,801.0,801.0,241.0,241.0,241.0,241.0,241.0,106.0,241.0,241.0,760.0,1042.0,241.0,0.0,241.0,203.0,241.0,241.0,241.0,241.0,241.0,241.0,167.0,241.0,0.0,241.0,241.0,93.0,285.0,676.0,0.0,241.0
"gi|9629514|ref|NC_001819.1| Rauscher murine leukemia virus, complete genome",515.0,0.0,437.0,0.0,0.0,154.0,0.0,89.0,715.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,214.0,174.0,214.0,214.0,214.0,214.0,538.0,214.0,214.0,214.0,0.0,214.0,214.0,223.0,185.0,214.0,214.0,214.0,761.0,204.0,201.0,0.0,0.0,214.0,214.0,214.0,0.0,214.0,945.0,214.0,214.0,1188.0,0.0,684.0,214.0,214.0,208.0,0.0,98.0,0.0,214.0,214.0,186.0,761.0,761.0,761.0,214.0,214.0,214.0,0.0,212.0,730.0,214.0,201.0,0.0,0.0,214.0,1167.0,645.0,214.0,214.0,328.0,929.0,0.0,214.0,204.0,0.0,214.0,424.0,207.0,0.0,214.0,217.0,720.0,969.0,1188.0,421.0,214.0,0.0,75.0,206.0,0.0,0.0,0.0,0.0,761.0,538.0,761.0,761.0,0.0,214.0,214.0,0.0,214.0,0.0,214.0,214.0,760.0,761.0,214.0,214.0,214.0,214.0,214.0,214.0,0.0,214.0,214.0,0.0,167.0,214.0,78.0,214.0,0.0,93.0,430.0,653.0,0.0,214.0
"gi|62326506|ref|NC_006934.1| Reticuloendotheliosis virus, complete genome",360.0,0.0,0.0,63.0,364.0,775.0,622.0,283.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,259.0,0.0,0.0,205.0,205.0,421.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,205.0,0.0,421.0,307.0,421.0,189.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,275.0,421.0,421.0,421.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,0.0,0.0,421.0,351.0,0.0,0.0,121.0,633.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,624.0,421.0,421.0,1078.0,0.0,0.0,78.0,206.0,657.0,205.0,0.0,0.0,421.0,421.0,421.0,421.0,0.0,205.0,0.0,0.0,205.0,76.0,0.0,0.0,577.0,421.0,0.0,0.0,0.0,0.0,189.0,189.0,0.0,0.0,0.0,0.0,89.0,0.0,96.0,205.0,0.0,93.0,285.0,183.0,265.0,0.0
"gi|9630630|ref|NC_001914.1| Rice tungro bacilliform virus, complete genome",0.0,781.0,508.0,0.0,0.0,0.0,0.0,0.0,462.0,1212.0,1030.0,1125.0,1187.0,1144.0,1171.0,1222.0,1218.0,1199.0,1110.0,1079.0,0.0,1475.0,1121.0,1212.0,824.0,0.0,1030.0,1500.0,1303.0,1145.0,1331.0,1461.0,262.0,835.0,1169.0,1069.0,1314.0,285.0,696.0,628.0,96.0,239.0,1047.0,1157.0,1350.0,1014.0,1481.0,253.0,1109.0,1347.0,215.0,0.0,460.0,669.0,1030.0,902.0,88.0,0.0,233.0,1048.0,1230.0,0.0,0.0,0.0,0.0,932.0,1304.0,1365.0,250.0,915.0,0.0,1318.0,631.0,1067.0,322.0,1336.0,235.0,152.0,1028.0,1056.0,107.0,219.0,276.0,1453.0,826.0,187.0,1720.0,776.0,764.0,729.0,1030.0,263.0,215.0,241.0,214.0,0.0,1814.0,1062.0,173.0,0.0,0.0,481.0,776.0,121.0,0.0,0.0,0.0,0.0,1129.0,1294.0,1364.0,328.0,960.0,183.0,1163.0,1428.0,0.0,268.0,1309.0,928.0,1200.0,1126.0,1140.0,1079.0,1145.0,1498.0,1029.0,528.0,0.0,1176.0,158.0,1429.0,829.0,0.0,145.0,0.0,0.0,1310.0
"gi|478755998|ref|NC_020999.1| Rose yellow vein virus strain RYVV-MN1, complete genome",0.0,1044.0,249.0,0.0,0.0,0.0,0.0,0.0,462.0,1049.0,1009.0,1121.0,1106.0,1096.0,1076.0,1164.0,1168.0,1150.0,1078.0,829.0,0.0,1067.0,1094.0,853.0,543.0,0.0,970.0,1062.0,1280.0,1067.0,1238.0,1342.0,469.0,893.0,1140.0,817.0,1272.0,285.0,725.0,612.0,241.0,239.0,693.0,898.0,1315.0,984.0,1354.0,253.0,813.0,1292.0,0.0,0.0,245.0,444.0,986.0,917.0,88.0,0.0,313.0,774.0,1223.0,0.0,0.0,0.0,0.0,931.0,951.0,953.0,250.0,927.0,0.0,1302.0,616.0,1010.0,545.0,1295.0,0.0,0.0,772.0,754.0,0.0,0.0,276.0,1036.0,825.0,268.0,1021.0,760.0,788.0,945.0,1004.0,263.0,0.0,241.0,0.0,0.0,1062.0,1648.0,173.0,0.0,0.0,700.0,1033.0,296.0,0.0,0.0,0.0,0.0,1073.0,914.0,976.0,751.0,649.0,261.0,1140.0,1348.0,0.0,503.0,1187.0,813.0,1051.0,1000.0,859.0,822.0,1067.0,781.0,1063.0,756.0,0.0,786.0,80.0,1015.0,1080.0,90.0,0.0,0.0,0.0,1228.0
"gi|48696604|ref|NC_005888.1| Ross's goose hepatitis B virus, complete genome",0.0,98.0,75.0,63.0,78.0,78.0,78.0,78.0,98.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,248.0,251.0,0.0,173.0,248.0,251.0,251.0,0.0,248.0,251.0,173.0,98.0,248.0,248.0,173.0,248.0,248.0,173.0,248.0,98.0,150.0,150.0,245.0,186.0,173.0,173.0,173.0,98.0,173.0,98.0,251.0,173.0,75.0,78.0,173.0,75.0,173.0,248.0,176.0,83.0,240.0,173.0,248.0,0.0,0.0,0.0,0.0,173.0,173.0,173.0,186.0,248.0,78.0,173.0,150.0,98.0,261.0,173.0,75.0,75.0,261.0,173.0,75.0,75.0,186.0,251.0,248.0,260.0,173.0,150.0,248.0,251.0,248.0,98.0,75.0,98.0,75.0,78.0,173.0,173.0,414.0,0.0,78.0,153.0,173.0,261.0,0.0,0.0,0.0,0.0,98.0,251.0,173.0,173.0,251.0,250.0,248.0,173.0,0.0,173.0,248.0,150.0,248.0,248.0,173.0,173.0,98.0,173.0,248.0,173.0,88.0,173.0,153.0,251.0,173.0,163.0,75.0,88.0,78.0,248.0
"gi|658609068|ref|NC_024443.1| Roundleaf bat hepatitis B virus isolate RBHBV/GB09-256/Hip_rub/GAB/2009, complete genome",296.0,0.0,0.0,0.0,0.0,94.0,0.0,89.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,206.0,90.0,206.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,301.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,206.0,296.0,0.0,0.0,184.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,296.0,206.0,206.0,206.0,0.0,0.0,0.0,501.0,90.0,0.0,0.0,0.0,411.0,411.0,411.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,93.0,316.0,207.0,90.0,0.0
"gi|9626196|ref|NC_001407.1| Rous sarcoma virus, complete genome",190.0,0.0,0.0,63.0,364.0,816.0,801.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,168.0,0.0,0.0,254.0,225.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,457.0,0.0,215.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,100.0,212.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,426.0,413.0,0.0,0.0,657.0,0.0,0.0,78.0,90.0,1214.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,254.0,76.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,227.0,227.0,0.0,0.0,0.0,0.0,176.0,0.0,96.0,254.0,0.0,0.0,0.0,0.0,529.0,0.0
"gi|749717044|ref|NC_026238.1| Rubus yellow net virus strain Baumforth's Seedling A, complete genome",173.0,250.0,454.0,63.0,223.0,211.0,353.0,174.0,209.0,700.0,694.0,700.0,687.0,700.0,700.0,700.0,700.0,700.0,700.0,706.0,0.0,231.0,700.0,706.0,679.0,0.0,695.0,706.0,481.0,231.0,700.0,700.0,207.0,638.0,700.0,704.0,700.0,0.0,700.0,796.0,74.0,0.0,0.0,247.0,481.0,231.0,481.0,0.0,696.0,481.0,0.0,302.0,208.0,667.0,481.0,700.0,0.0,0.0,223.0,691.0,700.0,0.0,0.0,0.0,0.0,241.0,704.0,704.0,0.0,697.0,214.0,481.0,800.0,231.0,219.0,481.0,0.0,0.0,438.0,669.0,99.0,0.0,0.0,706.0,639.0,162.0,481.0,700.0,450.0,912.0,694.0,210.0,0.0,0.0,0.0,205.0,481.0,700.0,153.0,0.0,225.0,1148.0,450.0,84.0,0.0,0.0,0.0,0.0,250.0,706.0,704.0,219.0,456.0,153.0,700.0,481.0,0.0,219.0,700.0,700.0,700.0,700.0,481.0,481.0,231.0,250.0,699.0,437.0,0.0,0.0,176.0,706.0,219.0,90.0,0.0,0.0,258.0,700.0
"gi|221048143|ref|NC_011920.1| Rudbeckia flower distortion virus, complete genome",0.0,465.0,249.0,0.0,0.0,0.0,0.0,0.0,253.0,752.0,738.0,834.0,809.0,799.0,779.0,867.0,871.0,853.0,787.0,532.0,0.0,776.0,816.0,556.0,543.0,0.0,705.0,776.0,741.0,776.0,941.0,1044.0,469.0,667.0,843.0,541.0,985.0,285.0,466.0,387.0,170.0,239.0,401.0,376.0,744.0,682.0,767.0,253.0,516.0,773.0,0.0,0.0,245.0,215.0,535.0,665.0,88.0,0.0,242.0,523.0,929.0,0.0,0.0,0.0,0.0,434.0,659.0,656.0,250.0,680.0,0.0,771.0,390.0,708.0,545.0,776.0,0.0,0.0,541.0,471.0,0.0,0.0,276.0,739.0,601.0,268.0,724.0,478.0,557.0,682.0,717.0,263.0,0.0,241.0,0.0,0.0,776.0,1033.0,173.0,0.0,0.0,450.0,1593.0,205.0,0.0,0.0,0.0,0.0,499.0,617.0,679.0,552.0,639.0,183.0,855.0,776.0,0.0,503.0,890.0,516.0,754.0,703.0,572.0,535.0,776.0,505.0,814.0,756.0,0.0,505.0,0.0,718.0,773.0,90.0,0.0,0.0,0.0,931.0
"gi|48696569|ref|NC_005890.1| Sheldgoose hepatitis B virus, complete genome",0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,121.0,0.0,212.0,205.0,121.0,121.0,0.0,205.0,121.0,212.0,212.0,205.0,205.0,205.0,205.0,205.0,121.0,205.0,121.0,84.0,84.0,316.0,299.0,212.0,212.0,212.0,299.0,212.0,121.0,121.0,212.0,0.0,0.0,121.0,0.0,212.0,205.0,179.0,83.0,245.0,121.0,205.0,0.0,0.0,0.0,0.0,299.0,121.0,121.0,299.0,205.0,0.0,212.0,84.0,212.0,296.0,212.0,0.0,0.0,212.0,121.0,0.0,0.0,299.0,121.0,205.0,355.0,121.0,84.0,205.0,205.0,205.0,121.0,0.0,121.0,0.0,0.0,121.0,296.0,261.0,0.0,0.0,84.0,205.0,474.0,0.0,0.0,0.0,0.0,212.0,121.0,121.0,296.0,121.0,260.0,205.0,212.0,0.0,205.0,205.0,84.0,205.0,205.0,121.0,121.0,212.0,121.0,205.0,292.0,89.0,212.0,0.0,121.0,296.0,175.0,0.0,91.0,0.0,205.0
"gi|212499466|ref|NC_011546.1| Simian T-cell lymphotropic virus 6, complete genome",515.0,0.0,247.0,0.0,0.0,154.0,0.0,89.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1005.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,773.0,0.0,478.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,1284.0,1574.0,1566.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,753.0,493.0,0.0,0.0,221.0,514.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,217.0,520.0,801.0,761.0,421.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1574.0,1263.0,1568.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,425.0,706.0,0.0,0.0
"gi|9632565|ref|NC_000858.1| Simian T-lymphotropic virus 1, complete genome",360.0,0.0,0.0,75.0,0.0,154.0,0.0,185.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,1051.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,544.0,0.0,478.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,1342.0,1404.0,1404.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,530.0,351.0,0.0,0.0,121.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,583.0,538.0,421.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1263.0,1702.0,1385.0,1338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,93.0,557.0,467.0,0.0,0.0
"gi|9629498|ref|NC_001815.1| Simian T-lymphotropic virus 2, complete genome",515.0,0.0,247.0,0.0,0.0,154.0,0.0,89.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1063.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,773.0,0.0,478.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,1339.0,1770.0,1767.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,753.0,493.0,0.0,0.0,221.0,514.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,217.0,520.0,801.0,761.0,421.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1568.0,1385.0,1785.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,425.0,706.0,0.0,0.0
"gi|18071203|ref|NC_003323.1| Simian T-lymphotropic virus 3, complete genome",515.0,0.0,247.0,0.0,0.0,154.0,0.0,89.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,1235.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,0.0,1031.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,773.0,0.0,478.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,279.0,1324.0,1626.0,1626.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,753.0,493.0,0.0,0.0,221.0,514.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,217.0,520.0,801.0,761.0,421.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,1550.0,1338.0,1626.0,1626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,93.0,425.0,706.0,0.0,0.0
"gi|9626103|ref|NC_001364.1| Simian foamy virus, complete genome",0.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,562.0,543.0,610.0,633.0,595.0,609.0,663.0,683.0,645.0,587.0,563.0,0.0,1198.0,563.0,582.0,302.0,0.0,521.0,846.0,1013.0,1625.0,754.0,804.0,262.0,457.0,617.0,558.0,791.0,285.0,259.0,225.0,167.0,427.0,1466.0,1146.0,1034.0,1017.0,1162.0,253.0,534.0,1045.0,0.0,0.0,245.0,229.0,718.0,461.0,88.0,0.0,161.0,509.0,685.0,0.0,0.0,0.0,0.0,931.0,671.0,715.0,445.0,463.0,0.0,1026.0,226.0,1176.0,322.0,1019.0,0.0,0.0,565.0,499.0,0.0,0.0,473.0,807.0,410.0,106.0,1066.0,282.0,557.0,485.0,531.0,263.0,0.0,241.0,0.0,0.0,1129.0,1073.0,98.0,0.0,0.0,250.0,499.0,212.0,0.0,0.0,0.0,0.0,1995.0,647.0,717.0,527.0,368.0,184.0,654.0,1110.0,0.0,268.0,674.0,359.0,598.0,525.0,600.0,545.0,1272.0,1215.0,557.0,310.0,0.0,1272.0,80.0,806.0,1176.0,0.0,0.0,0.0,0.0,731.0
